Title;Why is this important;Region;Taxon;Dataset link;User's contact info;Comments
Pacific Flyway Shorebird Survey (PFSS);PFSS is a coordiNAted multi-partner monitoring program led by PRBO Conservation Science designed to guide the maNAgement and conservation of wintering shorebirds in the Pacific Flyway;North America;Coastal birds;http://data.prbo.org/apps/pfss/index.php;kcopas;#REF!
Pericopsis;Your participation permits to collect data that would otherwise not be available for the community Your input will increase the awareness of the public about endangered species, forgotten fruit varieties or the impact of invasive exotic species Knowledge about tree diversity at the local, regioNAl and global scale will help to maNAge residential landscapes in a coordiNAted way naming and mapping trees is also a source of great pleasure and gives us the opportunity to observe them in details;Global;Trees;http://pericopsis.org;kcopas;#REF!
Phenoclim;Phenoclim is a scientific and educational programme that invites the public to measure the impact of climate change on mountain fauna and flora. This french program is working with Observatorie des Saisons which works in non-mountain ecosystems in France.;Europe;;http://phenoclim.org/en;kcopas;#REF!
Photographic Survey of Flower Visitors;Aim is to measure temporal and spatial variations of diversity of insect visiting flower at a country-wide scale;Europe;;http://www.spipoll.org/;kcopas;#REF!
Phytoplankton Monitoring Network;"The Phytoplankton Monitoring Network (PMN) was established in the US by NOAA to monitor marine phytoplankton and harmful algal blooms (HABs). PMN's goals include a) Monitor and maintain an extended survey area along coastal waters throughout the year; b) Create a comprehensive list of harmful algal species inhabiting coastal marine waters; c) Identify general trends where harmful algal blooms (HABs) are more likely to occur";North America;;http://products.coastalscience.noaa.gov/pmn/default.aspx;kcopas;#REF!
PikaNet;A citizen science effort to gather baseline data on the current distribution of pikas and pika habitat, as well as data on the phenology of snowmelt, growing season, and pika haying activity.;North America;;http://www.citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=275;kcopas;#REF!
Pl@ntNet;PL@ntNet is designed to provide free, web-based and easy-access software tools and methods for plant identification and the aggregation, management, sharing and utilization of potentially all kinds of plant-related data. It exists in French and English;Global;;https://plantnet.org ;kcopas;#REF!
Plant bugs and allied species;The purpose of this website is to illustrate as many of these as possible, since they are poorly covered by popular field guides. The availability of digital cameras has now made recording images of insects easier than ever before;Europe;;http://www.britishbugs.org.uk/recording.html;kcopas;#REF!
Plants of Concern;Engages citizen scientists to monitor the Chicago Wilderness region's rarest plants, assess trends in their populations, and provide important data used to conserve our rapidly declining floral heritage;North America;Trees;http://www.plantsofconcern.org/;kcopas;#REF!
PlantWatch Canada;The PlantWatch program enables citizen scientists in Canada to get involved by recording flowering times for selected plant species and reporting these dates to researchers, who work to identify ecological changes that may be affecting our environment. This program is part of Naturewatch Canada.;North America;;https://www.naturewatch.ca/plantwatch/;kcopas;#REF!
Plecoptera Recording Scheme;"The four main aims of the scheme are to encourage interest in, and the recording of, the 34 British species; produce species distribution maps; assess the status of the species; attempt to define species habitat requirements.";Europe;;http://www.brc.ac.uk/schemes/RRS/plecoptera.htm;kcopas;#REF!
Potomac Highlands CWPMA;The Potomac Highlands Cooperative Weed and Pest Management Area (CWPMA) has a long term vision of building a broad base of people who share the common goal of decreasing the impacts of invasive species on native plant and animal communities, public and private forestland, agricultural lands, and local economies. The group is working to develop and support partnerships among those affected in the target area, and to increase public awareness and understanding of the invasive species problem.;North America;;"http://www.phcwpma.org/; http://www.citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=300";kcopas;#REF!
POW Wolf Sightings- School Data Collection;Schools across POW will collect data on wolf sightings, hair board locations and observations in a collaborative project with ADF&G.;North America;;http://citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=524;kcopas;#REF!
Project Budburst;Project BudBurst allows participants to make careful observations of the timing of leafing, flowering, and fruiting phases of plants (plant phenophases) throughout the year. Spring, summer, fall, and winter phases are all valuable. Two protocols are presented, Single Reports and Regular Reports that participants can follow to record observations.;North America;;http://budburst.org/;kcopas;#REF!
Project Butterfly WINGS;"WINGS, Winning Investigative Network for Great Science, is a partnership between 4-H youth and professional scientists Participating youth are “citizen scientists” who collect data on butterflies to help professioNAl scientists determine: The presence or absence of specific butterfly species. The abundance of butterfly species by state and county throughout the country. The information helps butterfly scientists better understand and conserve butterfly populations;";North America;Lepidoptera;http://www.flmnh.ufl.edu/wings/index.asp;kcopas;#REF!
Project FeederWatch;Project FeederWatch is a winter-long survey of birds that visit feeders at backyards, nature centers, community areas, and other locales in North America FeederWatchers periodically count the birds they see at their feeders from November through early April and send their counts to Project FeederWatch FeederWatch data help scientists track broadscale movements of winter bird populations and long-term trends in bird distribution and abundance;North America;;http://www.birds.cornell.edu/pfw/;kcopas;#REF!
Project MonarchHealth;MonarchHealth is a project in which volunteers sample wild monarch butterflies to help track the spread of this parasite in North America;North America;Ophryocystis elektroscirrha;http://monarchparasites.org/;kcopas;#REF!
Project Noah;A portal (now ended) that enabled >50 indpeendant projects to collect information about nature globallyTo highlight areas of concern and prioritize conservation activities;Global;;http://www.projectnoah.org;kcopas;#REF!
Project Pieris;The Pieris Project is a citizen science initiative designed to study how organisms respond to changes in their environment, using the cabbage white butterfly (Pieris rapae). Originally believed to have come from Europe, this butterfly has invaded many parts of the world and is now one of the most successful and abundant butterflies on the planet! Chances are you've seen them in your garden or fluttering by you while riding through town.  Because this butterfly has likely adapted to the many new and different environments in now inhabits, we can use it to study how organisms respond to changes in their environment. This information will help us predict how other species might respond to similar changes, something we still don't know for most species. That's why we need your help!;Global;Lepidoptera;http://www.pierisproject.org/progress.html;kcopas;#REF!
Project R.E.D (Riverine Early Detectors);Volunteers monitor by watercraft or on foot for 15 invasive species that threaten Wisconsin's rivers. These include wetland and submersed plants, mussels, and snails.;North America;;https://www.wisconsinrivers.org/our-work/project-red;kcopas;#REF!
Project Squirrel;Project Squirrel is calling all citizen scientists to count the number of squirrels in their neighborhoods and report their findings The goal is to understand urban squirrel biology, including everything from squirrels to migratory birds, nocturNAl mammals, and secretive reptiles and amphibians The scientists at Project Squirrel will also use this project to understand the effect that participation in citizen science has on participants;North America;Gray squirrels, fox squirrels;http://projectsquirrel.org/index.shtml;kcopas;#REF!
Projecte rius;A CS project for river conservation;Europe;;http://www.projecterius.cat/el-projecte/;kcopas;#REF!
Public Lab;This web site offers open-source tools to environmental exploration and investigation, including inexpensive and accessible Do-It-Yourself techniques.;Global;;http://www.publiclab.org/;kcopas;#REF!
RappFLOW Avon Hall Pond Town of Washington;Improve vegetative buffer around Avon Hall Pond by converting mowed turf to native grasses and flowers. Observe, report, and analyze increase in biodiversity, improvement in water quality, and reduction in geese population.;North America;;http://www.rappflow.org/;kcopas;#REF!
Redmap;Ecological monitoring, community engagement, incorporate industry and community knowledge with scientific information;Oceana;;http://www.redmap.org.au/;kcopas;#REF!
Redwood Watch;Help track redwoods as climate changes;Global;;http://rcci.savetheredwoods.org/action/redwoodwatch.shtml;kcopas;#REF!
REEF;REEF was founded in 1990 to provide the SCUBA diving community a way to contribute to the understanding and protection of marine populations. REEF achieves this goal primarily through its volunteer fish monitoring program, the REEF Fish Survey Project. Participants in the Project not only learn about the environment they are diving in, but they also produce valuable information. Scientists, marine park staff, and the general public use the data that are collected by REEF volunteers.;Global;;http://www.reef.org/about;kcopas;#REF!
Reefcheck Australia;eef Check Australia believes in protecting reefs and oceans by empowering people. We are an innovative environmental charity dedicated to protecting Australia's reefs and oceans by engaging the community in hands-on research and education. Since 2001, our teams have contributed to a worldwide network of trained volunteers that regularly monitor and report on reef health in more than 90 countries using the standardised Reef Check scientific method. We also offer educational programs that help people understand the importance of reef monitoring and conservation and how they can actively participate.;Oceana;;http://www.reefcheckaustralia.org/citizenscience.html;kcopas;#REF!
Reeflife survey;Reef Life Survey (RLS) aims to improve biodiversity conservation and the sustainable management of marine resources by coordinating surveys of rocky and coral reefs using scientific methods, with the ultimate goal to improve coastal stewardship.;Oceana;;http://reeflifesurvey.com/;kcopas;#REF!
Remnant Plant Population Identification and Scouting;This program is essential to the proper sourcing of ecotypic plant germplasm we will be using for native plant materials increase in the coming years. There are dozens of native species in demand by SRSN partners. While many of our partners know where some of the target species exist in the wild, there are far too many holes in our collective knowledge base to fulfill the task of cataloguing and reporting the whereabouts of all the priority remnant plant populations targeted by this program. Citizen Science, implemented by you, is a very important component of filling our knowledge gaps.;North America;;http://www.synergy3.org/;kcopas;#REF!
Riu;A CS project to evaluate the ecological quality of rivers;Europe;;http://www.ub.edu/fem/index.php/en/riunetinici-en;kcopas;#REF!
Riveredge Dragonfly Count;This citizen science project involves recording the total abundance and diversity of damselflies and dragonflies during 1 full day of field observations around the Riveredge Nature Center's sanctuary.;North America;Odonata;http://riveredgenaturecenter.org/;kcopas;#REF!
Riverfly Recording Scheme;Your contribution counts. Do join us - there are many ways you can get involved.;Europe;;http://www.riverflies.org/get-involved;kcopas;#REF!
Rocky Mountain Bird Observatory;RMBO manages 3 CS projects including Hawkwatch, Colonywatch and Bad Eagle watch. Bald Eagle watch provides information to biologists on the nesting success of the Colorado bald eagle population and continue to monitor the population so that we ensure it remains viable;North America;;http://rmbo.org/v3/avian/CitizenScience.aspx;kcopas;#REF!
Rothamsted Insect Survey Light-Trap Network;Goals - conservation, research, biodiversity, ecology;Europe;Lepidoptera and Homoptera (aphids);http://www.rothamsted.ac.uk/insect-survey/;kcopas;#REF!
SA Murray-Darling Basin monitoring data portal;A new bird monitoring program is being rolled out across the South Australian Murray-Darling Basin (SAMDB) region. Monitoring of birds is useful because birds are a good indicator of general environmental health including habitat condition and ecosystem function.;Oceana;Bats;http://root.ala.org.au/bdrs-core/mdnrm/home.htm;kcopas;#REF!
Salt Marsh Program;"The Association Protection of Cape Cod runs a numbers of CS programs, past and present, currently there are two CS programs, monitoring the herring runs on cape Cod and moitoring for invasive plant marine species. Historically they ran the Salt Marsh Program relies on trained volunteers who work side by side with salt marsh ecologists We monitor tidally restricted salt marshes on Cape Cod, focusing on four areas of study: salinity, plants, birds and fish Our goals are to: 1) increase awareness and stewardship of salt marshes through direct study of ecology and funtion; 2) build and maintain a skilled base of volunteer monitors; 3) obtain scientifically useful information on key indicators of salt marsh health; 4) document the need for and effectiveness of tidal restoration";North America;;http://www.apcc.org/marineinvasives/index.html;kcopas;#REF!
San Francisco Bay Area Network Weed Watchers;Weed Watchers patrol the roads and trails of the National parks in San Mateo, San Francisco, and Marin counties, detecting weeds as they first invade Discovering weeds before they become well-established is critical to reducing damage to ecosystem integrity, preventing the loss of habitat for rare plants and animals, and preventing costly NAtural resource maNAgement;North America;;http://science.nature.nps.gov/im/units/sfan/;kcopas;#REF!
Scenic Hudson: Volunteer Herring and Eel Monitoring;Help biologists learn why herring and eels are declining;North America;;http://www.scenichudson.org/volunteer;kcopas;#REF!
School of Ants;Citizen-scientist driven study of the ants that live in urban areas, particularly around homes and schools;North America;Ants;http://schoolofants.org;kcopas;#REF!
SCORE - SC Oyster Restoration and Enhancement;Monitor restoration habitat, education;North America;Oysters;http://score.dnr.sc.gov/deep.php?subject=6&topic=13;kcopas;#REF!
Seabird Ecological Assessment Network (SEANET);Seabird Ecological Assessment Network (SEANET) volunteers conduct beached bird surveys along the east coast of the United States in order to identify and record information about bird mortality Volunteers examine the spatial pattern of bird carcass deposition and how it varies across time;North America;Beached sea birds;http://seanetters.wordpress.com/;kcopas;#REF!
Seagrass Watch;Based in Australia, Seagrass-Watch recruits volunteers around the world to assess and monitor this ocean plant, which is an important indicator of the health of coastal environments. The project has participants at some 259 sites across 17 countries. Working with a local coordinator, participants collect quantitative data on seagrasses and their associated fauna by means of simple, yet scientifically rigorous monitoring techniques. At least one participant at each monitoring event must have passed a Seagrass-Watch training course or have a degree (or similar) in environmental/marine science and be able to demonstrate competency in Seagrass-Watch methods and protocols. The information collected is used to assist the management of coastal environments and to prevent significant areas and species being;Global;;http://www.seagrasswatch.org/about.html;kcopas;#REF!
Seawatchers;A platform to investigate the state of sea and oceans (mostly the Mediterranean, now), and includes several projects;Europe;;http://www.observadorsdelmar.cat/;kcopas;#REF!
Seven Gill Shark Monitoring;A long-term, population dynamics or baseline study for this species of shark (Notorynchus cepedianus) in the Southern California area.;North America;;http://sevengillsharksightings.org/;kcopas;#REF!
Shark Observation Network;Collection and organisation of data as well as the development and dissemiNAtion of information concerning the state of shark and elasmobranch populations and their worldwide distribution;Global;;;kcopas;#REF!
Shark Population Monitoring in South Carolina;The program aims to survey populations of sharks in South Carolina;North America;;http://www.southernfriedscience.com/?p=9758;kcopas;#REF!
Sky Island Alliance: Riparian Inventory and Monitoring Program;Inventory and monitoring;North America;;http://www.skyislandalliance.org/wildlife.htm#volunteering;kcopas;#REF!
South American Wildlands and Biodiversity;Pacific Biodiversity Institute (PBI) is seeking volunteers to help identify, describe and protect wldland complexes and roadless areas in South America Volunteers will use Google Earth to identify and map existing roads in areas of ArgentiNA, Chile and Bolivia In addition, field volunteers are needed in South America to visit these areas on the ground and confirm the accuracy of the maps See a discussion of our initiative, South American Wildlands and Biodiversity for a more complete description of this effort;South America;Trees;http://www.pacificbio.org/helpout/volunteer-south-america.html;kcopas;#REF!
South Asian Bat Monitoring Program;The South Asian Bat Monitoring Program relies on volunteers who identify Indian flying fox bats and commit to studying them and obtaining population information on a regular basis It consists entirely of volunteers and is the first such network to monitor the population of a species in South Asia The information from all these sites will be compiled and analyzed for trends in the population of Indian flying fox (Pteropus giganteus), identify key threats to roosts and provide recommendations for their conservation. The program aims to create awareness about bat conservation issues, involve and educate biologists and NAture-lovers in studies about the biology of bats, and establish a conservation action plan The Program will initially focus on one species, Pteropus giganteus, as it is the most known and recognizable bat species in South Asia.;Asia;Chiroptera(Flying fox (Pteropus giganteus));http://www.pterocount.org/;kcopas;#REF!
Southwest Monarch Study;The Southwest Monarch Study is researching the migration and breeding patterns of monarch butterflies in Arizona and the SouthWestern United States. It was once believed that monarch butterflies East of the Rocky Mountains flew to the mountains near Mexico City for the winter and monarchs West of the Rockies flew to the coast of California. Through Fall tagging in the Southwest (Arizona, Nevada, New Mexico, California deserts, Utah and Western Colorado), we have learned that this is not always the case.;North America;Lepidoptera (Monarchs);http://www.swmonarchs.org/;kcopas;#REF!
State of the Oyster;Study of bacterial contamination in recreational shellfish on privately owned beaches in Hood Canal and Puget Sound;North America;Oysters, clams;http://www.wsg.washington.edu/mas/ecohealth/state_of_oyster.html;kcopas;#REF!
STE - Scuba Tourism for the Environment - Red Sea Monitoring Program;1) Involve dive tourists in the collection of data on marine biodiversity in the Red Sea, 2) Promoting environmental education by increasing public awareness of wildlife visitors, 3) Support the local authorities in maNAging the conservation efforts of of the ecosystem, 4) Provide a contribution to the development of a sustaiNAble tourism;Oceana;;http://www.steproject.org/;kcopas;#REF!
Summer Wild Turkey Sighting Survey;This index allows us to gauge reproductive success in a given year and allows us to predict fall harvest potential Weather, predation, and habitat conditions during the breeding and brood-rearing seasons can all significantly impact nest success, hen survival, and poult survival;North America;Turkey;http://www.dec.ny.gov/animals/48732.html;kcopas;#REF!
Summit County Forest Health Task Force;This project aims to monitor fuels and tree, shrub, and herbaceous species before and after forestry treatments.;North America;;http://www.foresthealthtaskforce.org/;kcopas;#REF!
Tamarisk Coalition;Tamarisk Mapping on Arkansas and Colorado Rivers;North America;;http://www.tamariskcoalition.org/;kcopas;#REF!
Tasmanian Devil Roadkill project;In 2009, the Save the Tasmanian Devil Program launched its Roadkill Project. Since then, the Program has received well over 1000 roadkill reports, which have helped inform ongoing management strategies of wild populations.;Oceana;;http://www.tassiedevil.com.au/tasdevil.nsf/Roadkill-Project/1A27B0F89FF95EF8CA2576D20077F70B;kcopas;#REF!
Texas Turtle Watch;Collect data on three native turtle species whose population numbers are poorly understood;North America;(Turtles);http://www.fortworthzoo.org/conservation/fort-worth-zoo-conservation-highlights/texas-turtle-watch/;kcopas;#REF!
The Great Sunflower Project;To gather information about our urban, suburban and rural bee populations and to give you the tools to learn about what is happening with the pollinators in your yard;North America;Hymenoptera;http://www.greatsunflower.org;kcopas;#REF!
The wildlife of your home project;To test document microbial organisms on humans and in their homes;North America;;http://robdunnlab.com/projects/wild-life-of-our-homes/;kcopas;#REF!
Tick Recording Scheme;The tick surveillance scheme (previously tick recording scheme or TRS), set up by Public Health England (PHE) in 2005 is the only scheme that records tick distributions on a national scale. Tick samples sent to us are identified and provide us with valuable information on the distribution and abundance of the various species present across the UK, their seasonal activity and their host associations.;Europe;;https://www.gov.uk/guidance/tick-surveillance-scheme;kcopas;#REF!
Toronto Entomologists Association;Support insect counts for dragonflies and butterflies;North America;Lepidoptera, odonata;http://www.ontarioinsects.org/counts.htm;kcopas;#REF!
Tracking the Wild Invasives;We want to identify areas where removal of invasive species will allow us to prevent them from spreading into un-invaded communities so that we can schedule trail crew work there;North America;;http://trails.rutgers.edu/join.htm;kcopas;#REF!
Uncompahgre Partnership;The UP is a landscape collaborative that pulls federal and state agencies, interest groups and private citizens together with the shared goal of improving ecosystem health.;North America;;http://www.upartnership.org;kcopas;#REF!
Urban Ecology Center Monitoring Projects;Project data for snake, turtle, bird, frog, invertebrate, mammal and bat monitoring.;North America;;http://urbanecologycenter.org/;kcopas;#REF!
Urban Tree Survey;The aim of the survey is to locate, identify and count trees in streets, parks and gardens across the UK We are asking the general public to take part for two important reasons: a) a project of this size needs many people to contribute for the data to be useful, and b) only you can give us information about the trees in your gardens and neighbourhoods;Europe;Trees;http://www.nhm.ac.uk/nature-online/british-NAtural-history/urban-tree-survey/;kcopas;#REF!
Vanessa Migration Project;"The Vanessa Migration Project is a citizen science program that has been active since April 2001 as part of the Red Admiral and Painted Lady Research Site Citizen observers in North America report their sightings of date, location, flight direction, and other activity of four butterflies of the genus Vanessa (V atalanta,V cardui, V virginiensis, and V anNAbella) Objectives include 1) monitoring butterflies and their yearly seasoNAl distribution; 2) tracking migrations and outbreaks; and 3) studying effects of weather and climatic patterns on butterfly activity";North America;Lepidoptera;http://vanessa.ent.iastate.edu/;kcopas;#REF!
Vernal Pool Cooperative of Virginia 2013-2014;Locate and characterize vernal pools on public lands in Virginia.;North America;;http://www.citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=399;kcopas;#REF!
Vigie-Nature;Founded and supported by the National Natural History Museum in Paris, Vigie-Nature has for 20 years promoted associations and citizen scientists to impelment a volunteer observation network to do citizen science. Relying on simple but rigorous protocols , Vigie-Nature allows people to contrbute observations and help research including the Temporal Monitoring of Common Birds (STOC) created in 1989, the Vigie-Nature program has been strengthened with tracking new groups: butterflies, bats, snails, pollinating insects, dragonflies, wild plants of the cities.;Europe;;http://vigienature.mnhn.fr/;kcopas;#REF!
Vital Signs: Maine's invasive species;Vital Signs (wwwvitalsignsmeorg) brings scientists and novices together to investigate species - particularly invasive species - in Maine;North America;;http://vitalsignsme.org/start;kcopas;#REF!
Weevil Recording Scheme;Pictures and identifications sent via Twitter;Europe;;https://twitter.com/WeevilRS;kcopas;#REF!
West Virginia Breeding Bird Atlas II;Document the current distribution of breeding birds in West Virginia Compare data to and access changes in the distributions of West Virginia’s breeding birds since the first Atlas Collect information on rare species and species of concern Identify priority habitats that support species of concern and/or a high diversity of species Provide an accurate measure of abundance for breeding birds in West Virginia Provide data for use in environmental assessments Bring together birders, bird conservation groups and recruit new birders statewide;North America;;http://martes.dnr.state.wv.us/BreedingBirdsAtlas/BecomeVol/BecomeVol.aspx;kcopas;#REF!
Western Monarch Count;"Each year, monarchs congregate in colonies along the California coasts. Although not as well-known as the colonies in Mexico, the overwintering grounds of the western population are also critical for their survival and monitored each year by volunteers for the Xerces Society. The ""Thanksgiving"" Counts are performed each year in the fall after monarchs have returned from their breeding grounds. Although 450 sites have been documented as having supported monarchs at some time, less than 200 continue to have monarchs there on a regular basis. The main colonies are monitored every fall and other colonies less frequently. This program keeps track of the overwinter populations.";North America;Lepidoptera (Monarchs);http://www.westernmonarchcount.org/;kcopas;#REF!
What do birds eat?;Dr David Bellamy from XX a research study using crowd sourced photographs to identify the insects birds eat.;Global;;https://www.whatdobirdseat.com/;kcopas;#REF!
What's Invasive;"Invasive weeds are a significant threat to Native plants and animals Although most non-Natives are not considered ""invasive"", those that crowd out food sources for wild animals, create erosion, or act as a significant fire hazard can be considered a threat and need to be identified and located for removal. Using your Android mobile phone, help us locate invasive plants in an expanding number of locations across the US, or you can create your own list of plants that you want help in locating";Global;;http://whatsinvasive.com/;kcopas;#REF!
Wild Pollinator Count;The Wild Pollinator Count gives you an opportunity to contribute to wild insect pollinator conservation in Australia. We want you to count wild pollinators in your local environment and help us build a database on wild pollinator activity.;Oceana;;https://wildpollinatorcount.com/;kcopas;#REF!
Wildfire Risk Reduction Monitoring;This project aims to monitor fuels and tree, shrub, and herbaceous species before and after forestry treatments.;North America;;http://coloradoforestrestoration.org/;kcopas;#REF!
Wildlife Health Event Reporter;WHER is a web-based application launched to record wildlife observations by citizens concerned about dead or sick wildlife The data are integrated and summarized by the system to provide essential information for better understanding wildlife disease patterns and their potential impact on wildlife, human, and domestic animal health;Global;;http://www.whmn.org;kcopas;#REF!
Wildlifecrossing.net - Roadkill Observation System;We have created this site to provide a way for people like you to report roadkill so that we can understand and try to influence the factors that contribute to roadkill Information about where wildlife vehicle collisions occur, what animals are involved, on what kinds of roads are collisions frequent, and other data can help inform policy, management, and financial investment in reducing road-kill We will present data back to collaborators on the site and use the data to improve our collective understanding of how road-kills occur and what we can do to reduce them. Califrnoia and Maine have CS projects using the program, and Herp mapper is a third proejct that ses this platofrm.;North America;;http://www.wildlifecrossing.net/;kcopas;#REF!
Winter Wild Turkey Flock Survey;Monitor trends in relative abundance of turkeys statewide and within major regions of the state This survey helps us assess the general health of the wild turkey population prior to the breeding season in the spring;North America;Meleagris gallopavo;http://www.dec.ny.gov/animals/48756.html;kcopas;#REF!
Wisconsin Acoustic Bat Monitoring;Citizen Science Center volunteers assist the Wisconsin Department of NAtural Resources with their Acoustic Bat Monitoring Program, conservation and management of insectivorous bats. Now also coordinated by Wisconsin;North America;Chiroptera;http://wiatri.net/inventory/bats/Volunteer/;kcopas;#REF!
Wisconsin Invasive Plants of the Future;Early Detection Invasive Plant Program;North America;;"http://dnr.wi.gov/wnrmag/html/stories/2006/jun06/invade.htm; http://www.ipaw.org/";kcopas;#REF!
Wisconsin Spotted Knapweed Roadside Survey;Background: Spotted knapweed is an aggressive invasive forb that is widespread throughout Wisconsin. To combat this problem the Wisconsin Department of Natural Resources along with multiple organizations have instituted a biological control program. These agents when released in sufficient numbers will suppress spotted knapweed populations. To aid in the systematic control of spotted knapweed populations statewide a roadside release program will be start in 2011. This program targets existing SK populations along roadsides which have had been previously mapped. To further the effectiveness of this program additional roadways in Wisconsin will need to be mapped. To accomplish this task “survey boxes” are being distributed to interested volunteers across the state. The objective is to locate and “mark” (with GPS) existing spotted knapweed populations along roadsides. This data will then be downloaded into the Wisconsin DNR spotted knapweed database and then distributed to the CitSci.org website (Wisconsin Spotted Knapweed Roadside Project).;North America;;http://www.citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=311;kcopas;#REF!
Wondo Genet Plant Inventory 2013;Map species occurrences of the plants of Wondo-Genet College of Forestry. We hope to use this project to dtermine baseline species richness and to generate useful student resoureces for those learning GPS use and species identification as well as for conservation monitoring.;North America;;http://www.citsci.org/cwis438/Browse/Project/Project_Info.php?ProjectID=381;kcopas;#REF!
Zooniverse;Zooniverse is an online platform that allows researchers to build projects that allows volunteers to help transform information and observations into useful research data. With the help of Zooniverse volunteers, researchers can analyze their information more quickly and accurately than would otherwise be possible, saving time and resources, advancing the ability of computers to do the same tasks, and leading to faster progress and understanding of the world, getting to exciting results more quickly.;Global;;https://www.zooniverse.org/lab-how-to;kcopas;#REF!
